movieId,title,imdbId,date,plot,g_adventure,g_animation,g_children,g_comedy,g_fantasy,g_romance,g_action,g_crime,g_thriller,g_drama,g_horror,g_mystery,g_sci-fi,g_war,g_musical,g_imax,g_documentary,g_western,g_film-noir,g_(no,g_genres,g_listed),d_johnlasseter,d_joejohnston,d_howarddeutch,d_charlesshyer,d_michaelmann,d_sydneypollack,d_peterhyams,d_martincampbell,d_robreiner,d_melbrooks,d_oliverstone,d_rennyharlin,d_martinscorsese,d_anglee,d_allisonanders,d_alexandrerockwell,d_robertrodriguez,d_quentintarantino,d_chuckjones,d_steveoedekerk,a_tomhanks,a_timallen,a_donrickles,a_jimvarney,a_wallaceshawn,a_johnratzenberger,a_anniepotts,a_johnmorris,a_erikvondetten,a_lauriemetcalf,a_r.leeermey,a_sarahrayne,a_pennjillette,a_jackangel,a_spenceraste,a_gregberg,a_lisabradley,a_kendallcunningham,a_debiderryberry,a_codydorkin
2405,"jewel of the nile, the ",89370,1985,"this is the sequel to ""romancing the stone"" where jack and joan have their yacht and easy life, but are gradually getting bored with each other and this way of life. joan accepts an invitation to go to some middle eastern country as a guest of the sheik, but there she is abducted and finds her- self involved with the ""jewel"". jack decides to rescue her with his new partner ralph. they all go from one adventure to another... what is the story of this ""jewel""?",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,romancing the stone ,88011,1984,"joan wilder, a mousy romance novelist, receives a treasure map in the mail from her recently murdered brother-in-law. meanwhile, her sister elaine is kidnapped in colombia and the two criminals responsible demand that she travel to colombia to exchange the map for her sister. joan does, and quickly becomes lost in the jungle after being waylayed by zolo, a vicious and corrupt colombian cop who will stop at nothing to obtain the map. there, she meets an irreverent soldier-of-fortune named jack colton who agrees to bring her back to civilization. together, they embark upon an adventure that could be straight out of joan's novels.",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,cocoon ,88933,1985,"a group of aliens return to earth to retrieve cocoons containing the people they'd left behind from an earlier trip. these cocoons had been resting at the bottom of the ocean. once retrieved, they stored these recovered cocoons in the swimming pool of a house they'd rented in a small florida town. their mission is hampered by a number of elderly people from a nearby retirement community who had been secretly using the pool, and who discover unusual powers from within these cocoons.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,rocky ii ,79817,1979,"rocky balboa is enjoying life. he has a lovely wife, adrian, had a successful fight with apollo creed and is able to enjoy the money he earned from the fight and a new endorsement deal. unfortunately, rocky becomes embarrassed when failing to complete an advert and ends up working in a meat packing company. he believes that he will no longer have a career as a boxer. apollo wants to rematch with rocky to prove all his critics wrong that he can beat rocky. can rocky once again have a successful fight?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,rocky iii ,84602,1982,"sylvester stallone returns to the character which made him famous in this wildly successful sequel. rocky iii starts with the italian stallion so famous that his likeness is everywhere, including pinball machines. fame and complacency soon cause balboa to lose his title to young thug clubber lang ( mr. t ), who inadvertently causes the death of rocky's beloved trainer, mickey (burgess meredith), before their first championship bout. after sinking into a depression, balboa must regain the love and support of his family, as well as the elusive ""eye of the tiger,"" the hungry need to beat the opponent which former foe apollo creed (carl weathers) teaches him during this film's training sequence. in the end, balboa faces off against lang for a second time.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,rocky iv ,89927,1985,"rocky balboa accompanies his friend apollo creed to the ring in a boxing match against a russian boxer named ivan drago. drago is too strong for creed, and unfortunately kills him in his match. balboa blames himself for creed's death and is determined to defeat drago in a boxing match. he gains the help of creed's former manager, duke and travels to u.s.s.r. to take on drago.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,rocky v ,100507,1990,"rocky balboa is forced to retire after having permanent damage inflicted on him in the ring by the russian boxer ivan drago. returning home after the drago bout, balboa discovers that the fortune that he had acquired as heavyweight champ has been stolen and lost on the stockmarket by his accountant. his boxing days over, rocky begins to coach an up-and-coming fighter named tommy gunn. rocky cannot compete, however, with the high salaraies and glittering prizes being offered to gunn by other managers in town.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,clue ,88930,1985,"this is a movie about seven guests, a butler, and a maid, who are all involved in a series of murders. the guests all meet at hill house, where you learn that professor plum (christopher lloyd) works in washington, d.c., where everyone else lives. colonel mustard (martin mull) is a client of miss scarlet (lesley anne warren), who is the ex-employer of yvette (colleen camp), the maid, who had an affair with the husband of mrs. white (madeline khan), et cetera. blackmailer mr. boddy (lee ving) gives each guest a weapon and tells him or her to kill butler wadsworth (tim curry) to avoid being exposed. add in mrs. peacock's (eileen brennan's) craziness and mr. green's (michael mckean's) clumsiness, and meet a whole group tangled in a web of murder, lies, and hilarity.",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,young sherlock holmes ,90357,1985,"sherlock holmes (nicholas rowe) and john watson (alan cox) meet as boys in an english boarding school. holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. when they discover a plot to murder a series of british business men by an egyptian cult, they move to stop it.",1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,back to school ,90685,1986,"millionaire businessman thornton melon is upset when his son jason announces that he is not sure about going to college. thornton insists that college is the best thing he never had for himself, and to prove his point, he agrees to enroll in school along with his son. thornton is a big hit on campus: always throwing the biggest parties, knowing all the right people, but is this the way to pass college?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,"karate kid, the ",87538,1984,"daniel and his mother move from new jersey to california. she has a wonderful new job, but daniel quickly discovers that a dark haired italian boy with a jersey accent doesn't fit into the blond surfer crowd. daniel manages to talk his way out of some fights, but he is finally cornered by several who belong to the same karate school. as daniel is passing out from the beating he sees miyagi, the elderly gardener leaps into the fray and save him by outfighting half a dozen teenagers. miyagi and daniel soon find out the real motivator behind the boys' violent attitude in the form of their karate teacher. miyagi promises to teach daniel karate and arranges a fight at the all-valley tournament some months off. when his training begins, daniel doesn't understand what he is being shown. miyagi seems more interested in having daniel paint fences and wax cars than teaching him karate.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,"karate kid, part ii, the ",91326,1986,picks up where the first movie (karate kid) leaves off. mr. miyagi and daniel take a trip to okinawa to visit mr miyagi's dying father. after arriving mr miyagi finds he still has feelings for an old love. this stirs up trouble with an old rival that he originally left okinawa to avoid. in the mean time daniel encounters a new love and also makes some enemies.,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,"karate kid, part iii, the ",97647,1989,"john kreese, his life in tatters after his karate school was defeated by daniel and miyagi, visits terry silver, a vietnam war comrade. terry is a ruthless businessman and martial arts expert, and he vows to help kreese gain revenge on daniel and miyagi, and reestablish cobra kai. upon returning from okinawa, daniel and miyagi discover that their apartment building has been demolished, which brings miyagi out of work. going against miyagi's wishes, daniel uses his college funds to realize miyagi's dream of opening a bonsai tree shop, and becomes a partner in the bonsai business.",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,christmas vacation (national lampoon's christmas vacation) ,97958,1989,"it's christmas time and the griswolds are preparing for a family seasonal celebration, but things never run smoothly for clark, his wife ellen and their two kids. clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his christmas bonus is due soon.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,you've got mail ,128853,1998,this sweet romantic comedy reunites sleepless in seattle stars meg ryan and tom hanks. he's the owner of a bookstore chain; she's the woman he falls for online. both are unaware that she runs the little shop his company is trying to shut down.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,"thin red line, the ",120863,1998,"u.s. army private witt (awol) is found and imprisoned on a troop carrier by his company first sergeant, welsh.the men of c company,1st battalion,27th infantry regiment,25th infantry division have been brought to guadalcanal as reinforcements in the campaign to secure henderson field and seize the island from the japanese. they arrive near hill 210, a key japanese position. their task is to capture the hill at all costs. what happens next is a story of redemption and the meaninglessness of war. regardless of the outcome.",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,"faculty, the ",133751,1998,"on the harrington high school in ohio, the newcomer marybeth louise hutchinson tries to befriend the outcast stokely 'stokes' mitchell. the quarterback stan rosado quits the football team and breaks off with his girlfriend delilah profitt, who is the editor of the school newspaper and head cheerleader. zeke tyler, who is repeating the senior year and sells drugs to the other students, has an argument with his teacher elizabeth burke. when the bullied casey connor finds a weird being on the football field, he brings it to his professor edward furlong that finds that the unknown specimen lives in the water and has the ability of replicating. later, delilah brings casey, who is the photographer of the newspaper and has a crush on her, to the faculty room to snoop around and find any evidence for a story, they need to hide in a closet when coach joe willis and the teacher karen olson arrive. delilah and casey witness the coach and the teacher attacking nurse rosa harper and they stumble with the corpse of mrs. jessica brummel, who has recently died, in the closet. they call the police but are discredited by principal valerie drake. on the next morning, casey discloses to delilah, stokely and stan that he believes that aliens are taking over the planet through their high school. zeke and marybeth overhear the conversation and join the group. further they discover that the aliens need water to survive and zeke's drug is diuretic and kills them. but the problem is who can be trusted in the group.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,patch adams ,129290,1998,"patch adams is determined to become a medical doctor because he enjoys helping people. unfortunately, the medical and scientific community does not appreciate his methods of healing the sick, while the actual patients, medical professors, and hospital nurses all appreciate the work *he* can do, because they are unable to do it.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,"civil action, a ",120633,1998,"jan schlichtmann, a tenacious lawyer, is addressed by a group of families. when investigating the seemingly non-profiting case, he finds it to be a major environmental issue that has a lot of impact potential. a leather production company could be responsible for several deadly cases of leukemia, but also is the main employer for the area. schlichtmann and his three colleagues set out to have the company forced to decontaminate the affected areas, and of course to sue for a major sum of compensation. but the lawyers of the leather company's mother company are not easy to get to, and soon schlichtmann and his friends find themselves in a battle of mere survival.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,varsity blues ,139699,1999,"in small-town texas, high school football is a religion. the head coach is deified, as long as the team is winning and 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every friday night. in his 30th year as head coach, bud kilmer (jon voight) is trying to lead his west canaan coyotes to their 23rd division title. when star quarterback lance harbor (paul walker) suffers an injury, the coyotes are forced to regroup under the questionable leadership of john moxon (james van der beek), a second-string quarterback with a slightly irreverent approach to the game. ""varsity blues"" explores our obsession with sports and how teenage athletes respond to the extraordinary pressures places on them.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,howard the duck ,91225,1986,a scientific experiment unknowingly brings extraterrestrial life forms to the earth through a laser beam. first is the cigar smoking drake howard from the duck's planet. a few kids try to keep him from the greedy scientists and help him back to his planet. but then a much less friendly being arrives through the beam...,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,"fly, the ",51622,1958,"after her husband andre delambre is crushed to death in a mechanical press, his wife recounts to his brother francois delambre and police inspector charas the events of the previous few months. they were very much in love and with their little boy, a very happy family. andre was experimenting with teleportation - transporting objects from one point to another by breaking the object down to the atomic level and then reassembling it in a receiver a distance away. the system had some glitches - it seemed to work with inanimate object but his cat disappeared when he tried teleporting it. he thinks he's solved all of the problems with his invention and decides to try and teleport himself. when a fly enters the teleportation device with him, disaster strikes.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,"fly, the ",91064,1986,"seth brundle (jeff goldblum), a brilliant but eccentric scientist attempts to woo investigative journalist veronica quaife (geena davis) by offering her a scoop on his latest research in the field of matter transportation, which against all the expectations of the scientific establishment have proved successful. up to a point. brundle thinks he has ironed out the last problem when he successfully transports a living creature, but when he attempts to teleport himself a fly enters one of the transmission booths, and brundle finds he is a changed man. this science-gone-mad film is the source of the quotable quote ""be afraid. be very afraid.""",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,"texas chainsaw massacre, the ",72271,1974,"en route to visit their grandfather's grave (which has apparently been ritualistically desecrated), five teenagers drive past a slaughterhouse, pick up (and quickly drop) a sinister hitch-hiker, eat some delicious home-cured meat at a roadside gas station, before ending up at the old family home... where they're plunged into a never-ending nightmare as they meet a family of cannibals who more than make up in power tools what they lack in social skills...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,ruthless people ,91877,1986,"sam stone (danny devito) is a clothing manufacturer, who married his wife barbara (bette midler), for the money that she was supposed to inherit from her dying father, but her father didn't die for another fifteen years. he is now planning to kill her and he tells his girlfriend carol dodsworth (anita morris) what he is going to do. he then on his way home to do just that but when he gets there, she's not there. he then receives a call from someone claiming to have kidnapped barbara and threatening to kill her if he informs the police, which he does hoping that they do. what stone doesn't know is that the kidnappers, ken (judge reinhold) and sandy (helen slater) kessler are a couple whose idea for a garment he stole and made fortune off, are not that lethal, as a matter of fact barbara's more lethal. and what stone doesn't know is that carol, has another boyfriend named earl mott (bill pullman), and they plan to blackmail sam, by videotaping him disposing of barbara's body. when earl goes there to do that, the person who goes there was not sam but a man with a hooker (jeannine bisignano), and he instructs the hooker to scream her head off, earl mistakenly believes that barbara's not dead and that sam was killing her there, and was so freaked out that he didn't bother to see if it was sam. carol tries to put her plan in operation by sending sam a copy of the tape, sam thinks that it's for something kinky that carol wants and when sam tells her that he is going to do what was done on the tape to her, she assumes that he is going to kill her. so she sends another copy of the tape to the chief of police (william g. schilling), and tells him that she wants him to arrest sam for murdering barbara, and the chief is happy to oblige cause he is the man who is on the tape. the chief manages to find the instruments that sam was going to use to kill barbara and arrests him. sam now has to get barbara, alive, so that he can prove that he didn't kill her. and barbara starts to bond with sandy.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,"name of the rose, the (name der rose, der) ",91605,1986,"14. century franciscan monk william of baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. to solve the crimes, william must rise up against the church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence which is considerable.",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,jumpin' jack flash ,91306,1986,"terry works for a bank, and uses computers to communicate with clients all over the world. one day she gets a coded message from an unknown source. after decoding the message, terry becomes embroiled in an espionage ring. people are killed, and terry is chased. throughout she remains in contact with this unknown person, who needs terry to help save his life.",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,crocodile dundee ,90555,1986,"intrigued by the near-death experience of the rugged hunter, michael j. ""crocodile"" dundee, after a close encounter with a monstrous saltwater crocodile, the new york city reporter, sue charlton, travels to australia, to meet the legend in person. there, in the dusty hamlet of walkabout creek and the formidable outback, dangerous situations and unforeseen romantic complications await; however, sue already knows that nothing compares to the urban jungle of the great big apple. so, like a fish out of water, mick leaves australia for the first time in his life for manhattan's concrete maze, where he comes face-to-face with the complexities of modern life. but, will the unpretentious bushman ever adapt to the big city?",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,crocodile dundee ii ,92493,1988,"one short year after the life-changing adventure in crocodile dundee (1986), the rugged hunter from down under, michael j. ""crocodile"" dundee, has managed to become a legend even in new york city. living happily with newsday's tenacious journalist, sue charlton, mick will soon find himself neck-deep in trouble, when the love of his life becomes the target of the murderous colombian drug cartel leader, luis rico. now, from manhattan's urban jungle to walkabout creek's dangerous wilderness, mick will have to put to good use his unparalleled survival skills, to protect sue from rico's evil henchmen. but, do they know that they are no match for the australian crocodile dundee?",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,"color of money, the ",90863,1986,"pool hustler fast eddie felson finds the young, promising pool player vincent in a local bar and he sees in him a younger version of himself. to try and make it as in the old days, eddie offers to teach vincent how to be a hustler. after some hesitations vincent accepts and eddie takes him and vincent's girlfriend carmen on a tour through the country to work the pool halls. however, vincent's tendency to show off his talent and by doing so warning off the players and losing money, soon leads to a confrontation with eddie.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,heartbreak ridge ,91187,1986,"1983. thomas highway (clint eastwood) is a well-decorated career military man in the united states marine corps, he who has seen action in korea and vietnam. his current rank is gunnery sergeant. his experiences have led him to become an opinionated, no nonsense man, who is prone to bursts of violence, especially when he's drunk, if the situation does not suit him, regardless of the specifics or people involved. because of these actions, he has spent his fair share of overnighters behind bars. close to retirement, one of his last assignments, one he requested, is back at his old unit at cherry point, north carolina, from where he was transferred for insubordination and conduct unbecoming. he is to train a reconnaissance platoon. his superior officer, the much younger and combat inexperienced major malcolm powers (everett mcgill), sees highway as a relic of an old-styled military. highway's commanding officer, lieutenant ring (boyd gaines), the platoon leader, is also a younger man who has no combat experience, but is academically inclined and happy-go-lucky. highway finds that his team is a rag-tag bunch of slackers, who includes wannabe rock musician corporal stitch jones (mario van peebles), with whom highway had an inauspicious earlier meeting. the men in the platoon, who truly believe highway is crazy, hate him, and don't understand why they have to follow his harsh training regimen when the united states is not currently at war. the major, who is all about efficiency regardless of combat readiness, has the same views of highway. he is clear that he sees highway's platoon solely as a training mechanism for his own elite squad trained by highway's nemesis, staff sergeant webster (moses gunn). things for highway and his platoon change when the united states enters into war in grenada. through it all, highway tries to reconnect with his bar waitress ex-wife aggie (marsha mason), he even clandestinely reading women's magazines to understand her better. two primary obstacles stand in his way: roy jennings (bo svenson), aggie's boss and current suitor who hates marines, and aggie's own remembrance of how dysfunctional their marriage was.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,¡three amigos! ,92086,1986,"three out of work silent movie actors are accidentally drawn to a mexican village that is being harassed by a gang of outlaws. the three, 'ned', 'lucky day' and 'dusty bottoms' play 'lone ranger' types in their movies, but must play their parts for real now.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,she's all that ,160862,1999,"she's all that is your typical high school prom king and queen story and the run in defending the star status in the upcoming election. high school hottie, zack siler is dumped by his prom-queen girlfriend, the equally attractive and extremely popular, taylor vaughan who fell for a second-hand world reject tv soap star who she met over the spring break. having been publicly dumped, zack defends his discomposure by stating that taylor is all make-up and wonder-bra and he can make any ordinary girl a prom queen with a similar package. his high-school buddy, dean sampson, engages him in a bet following this statement and picks the geeky looking laney boggs out of the crowd as the girl zack must transform into the new prom queen. zack agrees since he has no option, but as time passes and laney begins to transform, zack begins to find her attractive. while all that falls beautifully in place, it's not your typical fairy-tale. throw in dean sampson to complicate the situation, as when he first made the bet he never thought that zack could rise to the challenge but looking at how laney has transformed, it looks like zack could be on a winning streak.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,payback ,120784,1999,"porter is bad, but his neighbours are worse. street-wise and tough, an ex-marine, he is betrayed by a one-time partner, and shot in the back by his junkie wife. he survives and returns, looking to recover his share from the robbery of an asian crime gang. the money has passed into the hands of ""the outfit"", a slick gangster organisation that runs the city. he has to make his way through a world populated by heroin dealers, prostitutes, sado-masochists, gunmen and crooked cops, a place where torture is a way of life. his only friend is a former employer, a prostitute, and her loyalty is in question, given she now works for the outfit. he makes good early progress, but then falls into the hands of fairfax, the crime boss.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,blast from the past ,124298,1999,"adam weber is the child of an eccentric inventor and his wife. following a bomb scare in the 1960s that locked the webers in their bomb shelter for 35 years, adam weber must venture out into los angeles and obtain food and supplies for his family. he meets eve, who reluctantly agrees to help him out.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,october sky ,132477,1999,"in a 1950's mining town called coalwood, homer hickam is a kid with only one future in sight, to work in the local coal mine like his father. however in october 1957, everything changes when the first artificial satellite, sputnik goes into orbit. with that event, homer becomes inspired to learn how to build rockets. with his friends and the local nerd, homer sets to do just that by trial and a lot of error. unfortunately, most of the town and especially homer's father thinks that they are wasting their time. only one teacher in the high school understands their efforts and lets them know that they could become contenders in the national science fair with college scholarships being the prize. now the gang must learn to perfect their craft and overcome the many problems facing them as they shoot for the stars.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,office space ,151804,1999,"in the initech office, the insecure peter gibbons hates his job and the obnoxious division vp bill lumbergh who has just hired two efficiency consultants to downsize the company. his best friends are two software engineers michael bolton and samir nagheenanajar, that also hate initech, and his intrusive next door neighbor lawrence. he believes his girlfriend anne is cheating on him but she convinces peter to visit the hypnotherapist dr. swanson. peter tells how miserable his life is and dr. swanson hypnotizes him and he goes into a state of ecstasy. however, dr. swanson dies immediately after giving the hypnotic suggestion to peter. peter, in his new state, starts to date the waitress joanna and changes his attitude which results in his being promoted by the consultants. when he discovers that michael and samir will be downsized, they decide to plant a virus in the banking system to embezzle fraction of cents on each financial operation into peter's account. however michael commits a mistake in the software on the decimal place and they siphon off over $300 thousand. the desperate trio tries to fix the problem, return the money and avoid going to prison.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,8mm ,134273,1999,"a small, seemingly innocuous plastic reel of film leads surveillance specialist tom welles down an increasingly dark and frightening path. with the help of the streetwise max, welles relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. as his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town private eye.",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
